journals/ijec,International Journal of e-Collaboration,B,https://dblp.uni-trier.de/db/journals/ijec
journals/ijecommerce,International Journal of Electronic Commerce,A,https://dblp.uni-trier.de/db/journals/ijecommerce
journals/ijesdf,International Journal of Electronic Security and Digital Forensics,C,https://dblp.uni-trier.de/db/journals/ijesdf
journals/ijeis,International Journal of Enterprise Information Systems,C,https://dblp.uni-trier.de/db/journals/ijeis
journals/ijfcs,International Journal of Foundations of Computer Science,B,https://dblp.uni-trier.de/db/journals/ijfcs
journals/ijfipm,International Journal of Functional Informatics and Personalised Medicine,Not ranked,https://dblp.uni-trier.de/db/journals/ijfipm
journals/ijfs,International Journal of Fuzzy Systems,C,https://dblp.uni-trier.de/db/journals/ijfs
journals/ijgs,International Journal of General Systems,C,https://dblp.uni-trier.de/db/journals/ijgs
journals/gis,International Journal of Geographical Information Science,A,https://dblp.uni-trier.de/db/journals/gis
journals/ijguc,International Journal of Grid and Utility Computing,B,https://dblp.uni-trier.de/db/journals/ijguc
journals/ijhisi,International Journal of Healthcare Information Systems and Informatics,C,https://dblp.uni-trier.de/db/journals/ijhisi
journals/ijhpcn,International Journal of High Performance Computing and Networking,B,https://dblp.uni-trier.de/db/journals/ijhpcn
journals/ijhpca,International Journal of High Performance Computing Applications,B,https://dblp.uni-trier.de/db/journals/ijhpca
journals/ijhpsa,International Journal of High Performance Systems Architecture,C,https://dblp.uni-trier.de/db/journals/ijhpsa
journals/ijhsc,International Journal of High Speed Computing,C,https://dblp.uni-trier.de/db/journals/ijhsc
journals/ijhci,International Journal of Human-Computer Interaction,B,https://dblp.uni-trier.de/db/journals/ijhci
journals/ijmms,International Journal of Human-Computer Studies,A,https://dblp.uni-trier.de/db/journals/ijmms
journals/ijhr,International Journal of Humanoid Robotics,C,https://dblp.uni-trier.de/db/journals/ijhr
journals/ijhis,International Journal of Hybrid Intelligent Systems,C,https://dblp.uni-trier.de/db/journals/ijhis
journals/ijig,International Journal of Image and Graphics,C,https://dblp.uni-trier.de/db/journals/ijig
journals/imst,International Journal of Imaging Systems and Technology,B,https://dblp.uni-trier.de/db/journals/imst
journals/ijict,International Journal of Information and Communication Technology,C,https://dblp.uni-trier.de/db/journals/ijict
journals/ijics,International Journal of Information and Computer Security,C,https://dblp.uni-trier.de/db/journals/ijics
journals/ijids,International Journal of Information and Decision Sciences,Not ranked,https://dblp.uni-trier.de/db/journals/ijids
journals/ijinfoman,International Journal of Information Management,not primarily CS,https://dblp.uni-trier.de/db/journals/ijinfoman
journals/ijiq,International Journal of Information Quality,C,https://dblp.uni-trier.de/db/journals/ijiq
journals/ijisec,International Journal of Information Security,C,https://dblp.uni-trier.de/db/journals/ijisec
journals/ijisp,International Journal of Information Security and Privacy,C,https://dblp.uni-trier.de/db/journals/ijisp
journals/ijisscm,International Journal of Information Systems and Supply Chain Management,Not ranked,https://dblp.uni-trier.de/db/journals/ijisscm
journals/ijitdm,International Journal of Information Technology and Decision Making,C,https://dblp.uni-trier.de/db/journals/ijitdm
journals/ijitm,International Journal of Information Technology and Management,C,https://dblp.uni-trier.de/db/journals/ijitm
journals/ijitsa,International Journal of Information Technology and the Systems Approach,Not ranked,https://dblp.uni-trier.de/db/journals/ijitsa
journals/ijitwe,International Journal of Information Technology and Web Engineering,C,https://dblp.uni-trier.de/db/journals/ijitwe
journals/ijidss,International Journal of Intelligent Defence Support Systems,Not ranked,https://dblp.uni-trier.de/db/journals/ijidss
journals/ijiids,International Journal of Intelligent Information and Database Systems,C,https://dblp.uni-trier.de/db/journals/ijiids
journals/ijiit,International Journal of Intelligent Information Technologies,C,https://dblp.uni-trier.de/db/journals/ijiit
journals/ijis,International Journal of Intelligent Systems,B,https://dblp.uni-trier.de/db/journals/ijis
journals/ijista,International Journal of Intelligent Systems Technologies and Applications,B,https://dblp.uni-trier.de/db/journals/ijista
journals/ijiem,International Journal of Internet and Enterprise Management,C,https://dblp.uni-trier.de/db/journals/ijiem
journals/ijipt,International Journal of Internet Protocol Technology,C,https://dblp.uni-trier.de/db/journals/ijipt
